"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
131	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"03.05.2019"	"13:22:14"	"21"	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	3	4	4	1	1	1	1	3	1	"ok"	"ok"	"ok"	"ok"	3	3	5	5	4	4	4	2	1	1	4	3	3	3	5	5	3	3	4	4	3	3	4	4	5	5	2	2	4	4	3	3	3	3	4	4	5	5	5	5	5	5	3	3	5	5	6	6	"ok"	4	4	2	1	1	2	2	1	2	1	1	2	2	2	6	4	3	1	6	2	2	2	2	5	2	3	4	3	3	4	5	5	99	99	6	4	3	6	3	7	7	7	7	7	2	2	5	5	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	4	3	1	3210	700	1042	797	1482	3145	1302	2345	1670	1218	1538	892	1267	1563	1027	4500	4641	4370	5232	1778	963	2015	1485	2193	1808	4283	1962	5745	2805	8073	2075	2433	2855	2498	5155	3857	1717	2690	1557	4283	1430	2845	1863	2358	2742	2805	1973	1775	1572	1757	2133	817	4413	2070	5173	2588	1582	4768	3870	3440	1367	2267	6803	1380	3315	7235	1507	835	2316	1475	5046	1420	8935	3137	3362	6265	8170	6843	4392	7600	9363	7486	9932	1910	7988	5200	6897	6263	6675	4015	4068	3813	4757	11623	3610	9970	8900	7095	7400	4390	7103	11525	7678	5873	7015	4465	7798	3050	5787	2150	2245	3518	7035	4513	6328	4953	4553	6760	865	990	780	905	930	868	977	2923	815	770	1008	780	7985	8585
134	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"03.05.2019"	"15:24:11"	"21"	1	1	6	6	4	4	2	1	2	3	2	3	1	1	5	4	7	6	1	2	3	5	1	1	"ok"	"ok"	"ok"	"ok"	3	3	6	6	4	6	7	7	3	4	3	5	4	7	3	4	2	2	7	7	4	6	2	2	4	3	6	6	6	4	2	2	4	5	5	3	2	2	6	6	6	6	3	2	5	4	3	4	"ok"	5	4	2	2	2	2	2	1	1	1	2	2	2	1	6	3	7	6	3	4	1	6	1	2	2	5	2	2	3	2	4	1	99	99	6	3	3	5	3	6	6	7	7	7	1	2	6	7	6	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	4	1	980	1677	1507	3012	2045	1988	3100	1955	2392	5377	1765	4645	3658	1348	2995	2055	1750	1520	3403	1575	3052	2285	3045	885	2237	1878	2780	2680	1542	2205	1493	973	3477	1945	2337	3450	2102	2323	7785	9477	5380	940	915	2752	1657	2705	2147	1675	1608	3540	2960	2857	3670	5410	2413	2462	5645	1438	2832	4513	1440	1160	2068	1483	3423	3445	2155	3400	1820	2173	1417	3555	5835	9845	7393	6510	8390	9397	10270	5157	4892	5268	5476	6597	4710	3440	2455	4647	6342	5943	2825	5707	3408	3330	4810	3960	4040	5427	4302	2957	5125	6437	9160	5132	11135	10778	4462	2980	3848	2722	2233	5170	3818	5040	3373	3188	5680	8185	617	5503	3995	2810	795	750	732	1000	2265	895	1067	1297	6248	2763
135	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"03.05.2019"	"16:06:47"	"20"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	1	1	1	1	3	2	2	2	4	4	2	3	3	1	1	2	2	2	3	4	5	4	1	1	1	2	3	5	"ok"	2	4	2	2	2	1	2	2	2	2	2	2	2	2	6	4	7	5	2	5	2	4	3	6	4	1	3	3	2	5	5	1	99	99	3	4	2	7	3	7	6	7	6	6	1	2	6	5	7	1	2	2	"ok"	2	1	2	2	1	1	2	2	2	2	2	2	1	99	99	1	4	6	6	882	802	1515	1410	1117	1183	1195	838	797	722	797	770	1073	907	2395	1743	2425	5798	830	738	1693	1235	885	943	1735	3348	1167	1740	1587	915	1310	1083	1406	1157	1180	1135	1085	1073	3765	1085	3392	5325	1067	1562	1037	1620	2240	1017	2957	2605	1813	3252	3412	1862	1435	4310	2770	2225	2330	3092	2790	4028	2328	3420	3365	2035	1110	1720	1655	4275	2343	4753	10110	15960	4995	8165	2605	3835	7190	6492	4080	15660	3450	8313	6330	5350	2442	5398	6678	4397	4682	5078	4442	5262	4168	3473	10700	6232	5347	4762	5661	4705	7518	9088	9575	3268	5750	3998	4945	2178	2860	5662	4000	4128	6267	4850	2983	4620	2220	2407	1387	4612	2957	1803	1995	3365	2540	1610	1208	6093	4075	3595
137	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"03.05.2019"	"16:30:04"	"24"	1	1	1	1	4	4	1	2	1	2	1	1	1	1	1	1	2	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	4	5	5	3	4	2	5	4	4	1	2	2	4	3	5	2	4	3	4	4	4	3	4	3	2	5	6	6	6	1	2	3	2	1	2	4	3	3	5	6	6	1	3	4	4	5	1	"ok"	5	4	1	2	1	2	2	2	2	1	1	1	2	1	6	6	7	6	1	7	4	7	6	7	7	7	1	6	3	1	6	1	99	99	2	1	2	7	1	7	7	7	7	7	1	1	7	7	7	1	99	99	"ok"	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	6	7	1	1082	1015	2261	2230	3930	2430	703	5025	722	2520	880	685	2445	1220	820	820	2285	2935	2732	638	740	595	875	3435	3568	6148	2477	973	2350	2590	1587	1907	908	1470	2290	1205	937	1390	2435	3212	2130	2333	1478	2786	6078	2175	1297	5025	2092	7813	1707	2538	6275	2158	1580	1895	1943	4956	1100	1515	2252	1427	1950	5235	2033	1630	1888	3868	2238	1463	3438	1913	7428	2940	9478	5252	5623	7493	12220	3903	1945	2468	18045	2613	5783	3132	4158	6817	4052	2765	3710	3317	5833	4538	2720	1790	4690	4310	6828	4951	8747	5538	4675	5465	8705	4305	4475	3752	5665	2730	2708	5052	5115	5500	8757	5097	3395	6645	923	813	6033	735	1083	765	2310	712	765	2560	622	1323	10246	3068
138	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"06.05.2019"	"11:34:47"	"21"	1	1	3	2	6	5	2	1	2	2	1	3	1	1	1	1	6	6	1	1	2	2	1	1	"ok"	"ok"	"ok"	"ok"	6	6	6	5	3	3	6	6	4	4	6	6	5	3	4	4	2	3	6	5	4	3	6	6	5	5	3	3	6	6	3	3	2	2	4	6	5	5	5	4	6	6	2	2	5	4	5	6	"ok"	2	2	1	1	1	2	1	2	2	2	2	2	2	2	7	4	6	7	4	5	3	6	2	6	4	6	3	7	3	3	2	3	1	2	7	6	2	6	7	7	7	7	7	7	1	1	7	6	7	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	1	2	99	99	1	5	7	7	1965	3050	5428	4280	4805	2575	3250	4205	4122	8470	1610	9130	2265	2523	3092	2657	3540	2810	1575	3970	3510	1857	855	1080	1520	1592	1742	2980	3430	1863	1473	2567	2658	1945	1870	4165	2427	3300	2243	1717	3798	1922	2088	3340	2085	4373	3415	1517	3635	5655	2445	1893	2080	1923	2765	2130	2093	2158	2065	2358	5915	2105	4655	2795	3793	2145	1893	1613	3065	3210	1620	1965	10082	5645	7105	19673	6761	25038	6233	8850	17168	4865	4120	23460	8688	5520	3992	4350	16503	6430	3893	4338	5413	6055	5120	2907	7653	4315	4843	4110	8310	7975	7613	7150	8565	4772	4978	4312	5116	2213	2772	5777	4620	4068	5100	5898	4330	7735	2390	3387	6432	2347	6213	3528	2437	3317	3137	1535	7745	9915	4430	3943
142	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"06.05.2019"	"13:18:58"	"19"	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	6	6	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	2	2	7	6	3	5	3	4	3	4	1	3	6	6	4	5	2	4	6	7	3	6	2	2	4	5	1	1	4	4	1	2	1	1	4	4	1	2	3	3	5	5	1	1	4	5	6	5	"ok"	5	5	1	1	2	2	2	2	2	1	1	1	2	2	7	7	4	7	4	1	3	2	6	6	1	1	1	7	1	5	7	1	99	99	4	2	1	7	3	7	7	7	7	7	1	1	6	7	7	1	99	99	"ok"	1	2	1	2	1	2	2	2	2	2	1	2	1	2	1	1	4	7	1	615	740	645	635	11480	6540	943	630	657	620	637	2392	627	725	630	700	10141	8362	585	1395	610	813	5703	695	2830	1548	3925	5686	6237	3442	10110	3225	2245	20743	11221	3587	3420	9476	2162	2378	8948	3917	2775	1980	3745	3887	2478	1880	5405	6005	1310	4318	4030	3613	4888	2665	2918	1395	6540	6345	1378	3053	3500	9396	3843	4623	1025	1275	5835	8686	9593	2990	3627	8578	17333	14573	8133	4440	13863	11580	6388	11900	6667	3530	7706	7520	4570	4675	8725	4538	5557	4503	4783	6195	4785	3285	6330	6762	6100	4028	5603	5898	15478	6697	9918	8973	7123	3170	3750	1835	2145	3773	4035	5580	16033	8356	4505	7085	6065	2003	1560	4615	2455	2870	1310	2380	1740	6795	3820	1253	5505	6002
143	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"07.05.2019"	"11:53:16"	"20"	1	1	1	2	4	3	3	2	2	3	1	1	1	1	4	4	3	3	3	2	2	2	1	1	"ok"	"ok"	"ok"	"ok"	2	2	5	5	5	5	4	5	1	1	1	3	3	3	5	5	4	4	5	5	4	4	2	3	1	2	3	3	5	5	5	3	4	5	2	1	3	3	5	4	5	5	2	1	4	4	3	3	"ok"	2	4	1	2	2	1	2	2	2	1	1	2	2	1	5	5	7	7	4	2	1	3	7	4	3	3	2	5	3	2	1	1	99	99	7	1	1	7	1	7	6	7	7	7	1	1	7	7	7	1	1	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	2	1	1	1657	2045	1902	2990	5965	3308	4085	4220	6603	4232	1378	2117	950	2053	5340	2242	2462	3492	2522	3742	2240	4105	955	1147	1305	3305	3860	1528	1345	1707	4390	3630	2160	2635	1480	5252	2458	3620	1562	5922	10268	4663	2452	2583	3430	2035	2893	2965	3005	5243	3453	3550	1513	2346	4332	2893	2888	3697	2660	5383	2760	4365	6920	2477	3550	1698	5835	3150	4928	5862	3795	3380	11412	20083	4397	4148	4788	6627	10555	5372	15383	4261	6555	5310	13768	4760	4233	4293	10887	8465	4531	5185	4925	9315	14183	6453	9082	9122	7476	5598	5622	9088	13453	7950	6198	5868	4485	5390	15922	2807	2887	15718	4792	4705	4735	3060	2655	8591	2318	630	812	4096	1778	670	725	3150	2698	942	1285	4418	7932	3200
145	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"07.05.2019"	"13:12:50"	"23"	1	1	1	1	4	5	2	2	3	3	2	2	1	1	2	2	6	6	2	1	3	1	3	2	"ok"	"ok"	"ok"	"ok"	3	5	3	3	5	4	3	4	2	3	5	6	4	5	4	2	6	6	2	6	3	1	5	5	5	5	3	3	5	6	4	2	3	4	6	3	5	5	3	4	6	6	3	2	5	5	5	6	"ok"	5	5	1	2	2	2	1	1	2	1	2	2	2	1	3	4	6	3	5	2	2	3	3	2	2	5	4	1	2	5	1	1	99	99	5	6	3	6	2	6	6	5	4	2	1	2	6	6	6	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	3	5	1237	2277	1452	1985	2302	3955	2501	2630	1535	2360	918	1613	4228	922	5380	2115	2785	1615	1612	2063	3003	1700	2523	2077	2078	1872	1117	1998	2170	2038	3202	9680	1642	2300	1783	2523	1075	3695	1492	2077	1997	2590	4660	2930	1865	3440	1045	1477	3140	1818	1555	2158	5180	3458	1915	2438	1005	2420	1352	5348	2183	2113	2285	4696	4270	1135	4775	2250	4565	4528	992	2460	2680	9563	4957	4615	3597	5200	4870	3630	8510	5865	17690	3972	8032	3900	2773	5145	5238	5090	2210	4478	5550	4073	2515	3540	5898	3315	7010	3370	5895	12485	4633	3980	4813	3598	3055	2578	3863	2876	4595	6330	5277	3620	5845	2100	2097	6670	700	500	1505	765	790	4172	600	667	1790	2222	668	575	3440	3781
147	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"07.05.2019"	"14:29:32"	"20"	1	1	1	3	5	5	1	1	1	3	2	1	2	1	5	3	7	6	3	3	1	2	2	1	"ok"	"ok"	"ok"	"ok"	3	3	7	6	5	6	6	6	1	2	2	2	5	2	3	3	4	4	6	6	3	3	2	3	4	3	1	1	5	5	2	4	2	2	1	3	5	3	4	6	6	6	3	3	3	3	4	2	"ok"	5	4	2	2	2	2	1	2	2	1	1	1	2	1	5	4	7	3	5	5	1	2	1	1	2	2	3	1	5	5	1	7	99	99	5	1	1	7	1	6	7	7	7	7	2	1	6	5	7	2	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	7	7	2580	1977	1328	3595	2260	2572	4837	1785	1105	4850	2078	6382	5910	1062	4630	3348	7550	3683	3182	1860	1008	1843	6895	2200	5678	3537	2837	3268	1638	1733	2011	3692	3315	1438	3978	6445	3052	1217	4450	2487	2342	2970	1510	2350	1278	1683	6263	3495	3670	2475	4468	1828	3598	4220	3165	2758	3252	2098	8063	2415	4525	2698	3778	8305	2613	4930	4273	3385	3198	4710	1295	4818	10308	3757	12078	4065	11977	4928	3003	15108	7340	7890	6343	6766	4245	8775	3078	9170	9758	4127	3583	5788	6043	380	9358	5352	7048	6370	6153	4370	7682	6701	7805	9132	9868	4792	4302	3985	6490	2428	2195	6372	6091	4275	9440	11845	3428	7722	938	1718	1762	1477	2947	1022	1078	1212	3478	1572	4965	943	4495	3217
150	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"07.05.2019"	"15:47:49"	"19"	1	1	3	3	4	4	2	2	2	2	1	1	1	1	3	5	7	6	1	1	2	1	2	3	"ok"	"ok"	"ok"	"ok"	2	2	5	5	5	5	4	5	3	4	5	3	4	6	4	5	6	5	3	6	4	3	4	4	5	2	3	3	6	6	3	3	4	4	6	4	5	4	5	5	6	6	5	3	4	4	6	6	"ok"	6	6	2	2	2	1	2	2	2	2	1	2	1	1	7	5	6	6	3	5	2	5	2	3	4	1	2	2	4	4	4	2	99	99	6	6	2	3	5	7	5	6	4	5	5	1	5	7	7	3	2	2	"ok"	2	2	2	1	2	2	2	2	2	2	2	2	2	99	99	1	4	6	5	2761	1758	8712	5418	7013	2733	3653	2158	2422	1932	2170	888	1508	867	3105	4460	4220	4603	995	3030	1990	2293	2235	3015	2712	4620	2977	2340	2923	4715	2735	2518	4030	3013	2417	2903	11075	4367	2800	3820	1692	3780	3280	7333	11453	2967	1700	1797	2477	6380	5980	4073	6273	3967	9365	4692	6151	2665	2232	3717	4972	1998	2197	5728	3115	1940	3400	9485	5790	3885	6267	2780	7908	18533	12556	17943	4825	27712	19145	30006	9927	14670	37458	12873	4185	4965	3985	4232	5368	4930	4217	5137	4670	5290	3815	3505	8670	4515	5217	8415	9668	9147	6753	8245	28670	6845	6327	13598	16400	3250	10270	7138	10145	7153	10530	5613	3118	8182	2603	7902	5735	4755	3532	1845	4692	3118	3525	5910	1990	15332	8518	7188
154	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"08.05.2019"	"10:46:29"	"19"	1	1	1	1	5	5	2	2	3	2	3	3	1	2	3	3	6	6	3	2	3	2	1	1	"ok"	"ok"	"ok"	"ok"	5	3	3	2	6	6	5	7	4	5	4	4	5	7	3	3	6	6	6	4	4	4	6	6	5	6	3	1	4	6	3	6	3	2	6	6	3	3	3	4	3	5	3	5	6	4	5	5	"ok"	4	5	2	1	2	1	1	2	2	1	1	1	1	2	4	6	5	7	5	3	2	3	4	2	2	5	3	2	3	5	6	3	99	99	3	5	2	5	2	6	3	6	6	5	4	5	7	6	7	3	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	3	7	6	1557	2670	2510	2260	1993	2140	1747	2995	3237	3737	1365	7350	3653	2187	2272	3100	15035	6555	2645	2550	2220	6573	1772	1265	3687	1788	6527	2700	3027	1758	4150	5467	2160	3573	4805	2057	5190	2060	4955	1787	2951	2392	2012	2835	2540	2425	1972	1565	4670	2928	3617	3815	3718	2343	4060	5867	4210	3432	3253	3735	3873	1777	2683	3177	4863	3270	7453	2245	1950	3568	2267	2025	4045	14181	13393	32390	14500	28991	7412	17525	8222	5720	6085	60923	11025	4533	6752	5240	10197	3433	6675	7947	8105	12131	8060	4260	3435	7895	5296	3682	9485	8943	15175	12225	9167	39515	4050	4450	5522	2153	2597	4358	8150	7433	2465	7832	2510	6050	755	552	4485	1318	2203	620	827	748	1625	2272	675	687	7307	3998
157	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"08.05.2019"	"14:27:54"	"21"	3	2	2	2	4	4	1	1	1	1	1	1	1	2	2	2	6	5	1	1	2	2	3	3	"ok"	"ok"	"ok"	"ok"	3	5	3	4	4	4	4	4	1	3	2	2	5	4	1	3	2	3	3	4	3	4	2	4	3	3	3	3	4	4	4	2	2	4	4	4	3	3	2	3	5	5	1	2	2	3	4	4	"ok"	6	5	1	1	1	1	2	1	1	1	2	2	2	2	7	2	1	6	6	2	4	2	5	3	3	3	4	2	3	5	6	5	99	99	6	6	1	2	6	7	6	7	5	5	1	3	5	7	7	2	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	7	4	3160	2682	5455	2260	3540	2908	1228	4890	1103	1235	1765	1230	2325	6052	3555	2915	4907	3918	1885	2165	2530	2260	13300	4615	1565	3250	2990	3210	6383	2117	8853	7440	3382	1748	11755	3380	4595	4603	2820	1667	4043	5058	8092	2290	2115	3398	1548	2418	1433	11127	2943	3395	1787	2003	4155	3467	5860	1948	2580	3730	8140	3855	2605	2933	7940	7460	2418	1893	3763	2727	8513	1795	26611	22065	26413	9405	19191	11192	6765	13065	15293	7895	7412	3793	11118	4740	5333	6633	12423	8337	5968	6717	13731	12243	5245	5345	18571	6337	6288	4585	5378	4928	7605	4395	10183	11270	4677	3800	5200	2532	8338	14353	4977	9905	6187	5350	3583	6260	775	2552	1275	827	2563	2997	1030	1292	1327	3510	872	842	5252	3263
160	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"08.05.2019"	"15:24:29"	"21"	1	1	2	3	3	2	1	2	2	1	1	1	1	2	3	2	4	5	1	2	2	2	2	2	"ok"	"ok"	"ok"	"ok"	2	2	4	4	5	5	4	3	3	2	2	5	6	5	2	2	5	5	3	4	3	2	3	5	3	2	3	5	5	5	3	3	4	3	3	4	3	3	4	5	6	6	2	4	3	3	3	3	"ok"	4	3	1	1	1	2	1	2	2	1	1	1	1	1	3	4	6	6	4	2	1	3	1	5	2	3	3	2	4	2	1	4	1	1	5	4	2	6	1	7	3	4	3	5	3	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	5	5	2733	2045	1370	2550	1680	2345	1473	1102	1733	2067	1035	1590	963	2245	3000	812	1357	2207	2540	1437	3350	1450	1632	3015	1320	2158	5097	1865	2072	1270	2845	1483	1525	2423	1678	2713	3758	2735	1690	2208	1395	1853	2442	1720	2192	3775	1312	1850	2302	2148	3205	1612	1623	3428	2238	1253	2373	3858	2492	2373	1885	3877	1710	3765	2440	1867	1977	1803	4676	1388	1275	1148	6043	12058	5515	7875	11418	3860	8085	6230	4250	5322	2500	11200	5167	3252	2732	4211	4247	3537	2650	3603	4612	6143	4377	3650	10828	3930	4223	3298	5498	5120	8317	3735	9035	3550	4862	3306	5617	2862	4075	5065	4772	3693	4663	5173	5272	4225	957	1080	1385	980	1647	1132	955	2291	1795	1075	1260	1005	3050	2775
161	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"08.05.2019"	"16:27:03"	"19"	2	1	3	4	3	3	1	1	2	2	2	2	2	1	3	2	6	6	2	1	2	2	1	1	"ok"	"ok"	"ok"	"ok"	5	5	6	6	6	6	4	3	3	5	3	3	5	6	5	4	4	5	4	5	4	4	3	5	4	5	5	5	4	6	4	4	3	2	5	6	5	5	4	5	6	5	4	5	6	6	5	5	"ok"	4	3	2	2	1	2	2	1	2	2	1	1	2	2	5	5	7	4	5	4	2	4	4	3	4	5	4	5	4	4	5	3	99	99	5	4	4	4	2	5	5	7	6	5	2	2	6	6	6	3	2	2	"ok"	2	1	2	2	1	2	1	1	2	2	2	2	1	99	99	1	4	6	6	9677	3503	2600	4400	2650	7458	2795	6735	2756	2263	2065	2818	2612	1795	2260	3273	3840	3900	2533	1555	1333	5853	1915	2443	4900	1535	1782	1360	2388	1198	4847	4693	3397	3450	1863	2965	2178	2358	3518	3565	2537	5323	4148	2020	3860	3573	2685	2605	1915	1665	2320	3543	4661	1975	3925	1417	2823	5388	2817	2107	2530	3370	3447	2363	1510	3573	6403	2185	2870	3658	2343	1525	15300	7810	17428	7347	5260	34868	36993	10806	20811	16078	6972	22235	5373	3335	3030	5765	4363	4218	2930	3570	3868	9843	3215	5237	4416	4687	4740	2865	5393	8445	7030	5410	5495	5525	4370	4437	4595	3523	5190	3403	5927	5755	5058	4168	2240	16243	13061	2318	3812	1297	4662	2095	5148	3765	1583	1548	1145	1382	4462	2600
